array	sample	purity
TCGA-EM-A3AL-01	TCGA-EM-A3AL-01A-11D-A201-01	0.75
TCGA-EM-A3AN-01	TCGA-EM-A3AN-01A-11D-A201-01	0.64
TCGA-EM-A3AO-01	TCGA-EM-A3AO-01A-11D-A201-01	0.66
TCGA-EM-A3AP-01	TCGA-EM-A3AP-01A-12D-A20A-01	0.74
TCGA-EM-A3AR-01	TCGA-EM-A3AR-01A-12D-A20A-01	0.36
TCGA-EM-A3FJ-01	TCGA-EM-A3FJ-01A-11D-A219-01	0.61
TCGA-EM-A3FK-01	TCGA-EM-A3FK-01A-11D-A219-01	0.66
TCGA-EM-A3FL-01	TCGA-EM-A3FL-01A-11D-A219-01	0.53
TCGA-EM-A3FM-01	TCGA-EM-A3FM-01A-11D-A219-01	0.66
TCGA-EM-A3FN-01	TCGA-EM-A3FN-01A-11D-A219-01	0.66
TCGA-EM-A3FO-01	TCGA-EM-A3FO-01A-11D-A219-01	0.82
TCGA-EM-A3FP-01	TCGA-EM-A3FP-01A-11D-A219-01	0.63
TCGA-EM-A3FQ-01	TCGA-EM-A3FQ-01A-11D-A219-01	0.53
TCGA-EM-A3FQ-06	TCGA-EM-A3FQ-06A-11D-A219-01	1
TCGA-EM-A3FR-01	TCGA-EM-A3FR-01A-11D-A21Y-01	0.74
TCGA-EM-A3O3-01	TCGA-EM-A3O3-01A-11D-A21Y-01	0.65
TCGA-EM-A3O6-01	TCGA-EM-A3O6-01A-11D-A21Y-01	0.71
TCGA-EM-A3O7-01	TCGA-EM-A3O7-01A-11D-A21Y-01	0.95
TCGA-EM-A3O8-01	TCGA-EM-A3O8-01A-11D-A21Y-01	0.81
TCGA-EM-A3O9-01	TCGA-EM-A3O9-01A-11D-A21Y-01	0.39
TCGA-EM-A3OA-01	TCGA-EM-A3OA-01A-11D-A21Y-01	0.86
TCGA-EM-A3OB-01	TCGA-EM-A3OB-01A-11D-A21Y-01	0.9
TCGA-EM-A3ST-01	TCGA-EM-A3ST-01A-11D-A22Y-01	0.67
TCGA-EM-A3SU-01	TCGA-EM-A3SU-01A-11D-A22Y-01	0.66
TCGA-EM-A3SU-06	TCGA-EM-A3SU-06A-11D-A22Y-01	0.36
TCGA-EM-A3SX-01	TCGA-EM-A3SX-01A-11D-A22Y-01	0.68
TCGA-EM-A3SY-01	TCGA-EM-A3SY-01A-11D-A22Y-01	0.69
TCGA-EM-A3SZ-01	TCGA-EM-A3SZ-01A-11D-A22Y-01	0.66
TCGA-EM-A4FF-01	TCGA-EM-A4FF-01A-11D-A256-01	0.59
TCGA-EM-A4FH-01	TCGA-EM-A4FH-01A-11D-A256-01	0.65
TCGA-EM-A4FK-01	TCGA-EM-A4FK-01A-11D-A256-01	0.81
TCGA-EM-A4FM-01	TCGA-EM-A4FM-01A-11D-A256-01	0.59
TCGA-EM-A4FN-01	TCGA-EM-A4FN-01A-11D-A256-01	0.61
TCGA-EM-A4FO-01	TCGA-EM-A4FO-01A-11D-A256-01	0.99
TCGA-EM-A4FQ-01	TCGA-EM-A4FQ-01A-11D-A256-01	0.67
TCGA-EM-A4FR-01	TCGA-EM-A4FR-01A-11D-A256-01	0.86
TCGA-EM-A4FU-01	TCGA-EM-A4FU-01A-11D-A256-01	0.73
TCGA-EM-A4FV-01	TCGA-EM-A4FV-01A-11D-A256-01	0.5
TCGA-EM-A4G1-01	TCGA-EM-A4G1-01A-11D-A256-01	0.59
TCGA-ET-A25G-01	TCGA-ET-A25G-01A-11D-A16M-01	0.82
TCGA-ET-A25I-01	TCGA-ET-A25I-01A-11D-A16M-01	0.66
TCGA-ET-A25J-01	TCGA-ET-A25J-01A-11D-A16M-01	0.78
TCGA-ET-A25K-01	TCGA-ET-A25K-01A-11D-A16M-01	0.7
TCGA-ET-A25O-01	TCGA-ET-A25O-01A-11D-A16M-01	0.98
TCGA-ET-A25R-01	TCGA-ET-A25R-01A-11D-A16M-01	0.67
TCGA-ET-A2MX-01	TCGA-ET-A2MX-01A-11D-A23L-01	0.93
TCGA-ET-A2MY-01	TCGA-ET-A2MY-01A-11D-A18E-01	0.81
TCGA-ET-A2MZ-01	TCGA-ET-A2MZ-01A-12D-A19I-01	0.49
TCGA-ET-A2N0-01	TCGA-ET-A2N0-01A-11D-A18E-01	0.66
TCGA-ET-A2N1-01	TCGA-ET-A2N1-01A-11D-A18E-01	0.87
TCGA-ET-A2N3-01	TCGA-ET-A2N3-01B-21D-A23L-01	0.75
TCGA-ET-A2N4-01	TCGA-ET-A2N4-01A-12D-A19I-01	0.8
TCGA-ET-A2N5-01	TCGA-ET-A2N5-01A-11D-A18E-01	0.82
TCGA-ET-A39I-01	TCGA-ET-A39I-01A-11D-A19I-01	0.8
TCGA-ET-A39J-01	TCGA-ET-A39J-01A-11D-A19I-01	0.77
TCGA-ET-A39K-01	TCGA-ET-A39K-01A-11D-A19I-01	0.76
TCGA-ET-A39L-01	TCGA-ET-A39L-01A-12D-A19I-01	0.68
TCGA-ET-A39M-01	TCGA-ET-A39M-01A-11D-A19I-01	0.39
TCGA-ET-A39N-01	TCGA-ET-A39N-01A-11D-A19I-01	0.79
TCGA-ET-A39O-01	TCGA-ET-A39O-01A-11D-A19I-01	0.72
TCGA-ET-A39P-01	TCGA-ET-A39P-01A-21D-A19I-01	0.75
TCGA-ET-A39R-01	TCGA-ET-A39R-01A-11D-A19I-01	0.22
TCGA-ET-A39S-01	TCGA-ET-A39S-01A-11D-A19I-01	0.5
TCGA-ET-A39T-01	TCGA-ET-A39T-01A-11D-A19I-01	0.83
TCGA-ET-A3BN-01	TCGA-ET-A3BN-01A-11D-A19I-01	0.91
TCGA-ET-A3BO-01	TCGA-ET-A3BO-01A-11D-A19I-01	0.66
TCGA-ET-A3BQ-01	TCGA-ET-A3BQ-01B-11D-A201-01	0.72
TCGA-ET-A3BS-01	TCGA-ET-A3BS-01A-11D-A201-01	0.67
TCGA-ET-A3BT-01	TCGA-ET-A3BT-01A-11D-A19I-01	0.91
TCGA-ET-A3BU-01	TCGA-ET-A3BU-01A-11D-A19I-01	0.54
TCGA-ET-A3BV-01	TCGA-ET-A3BV-01A-11D-A19I-01	0.42
TCGA-ET-A3BW-01	TCGA-ET-A3BW-01A-11D-A19I-01	0.71
TCGA-ET-A3BX-01	TCGA-ET-A3BX-01A-11D-A19I-01	0.77
TCGA-ET-A3DO-01	TCGA-ET-A3DO-01A-11D-A19I-01	0.6
TCGA-ET-A3DP-01	TCGA-ET-A3DP-01A-11D-A219-01	0.64
TCGA-ET-A3DQ-01	TCGA-ET-A3DQ-01A-11D-A19I-01	0.37
TCGA-ET-A3DR-01	TCGA-ET-A3DR-01A-11D-A19I-01	0.66
TCGA-ET-A3DS-01	TCGA-ET-A3DS-01A-11D-A19I-01	0.82
TCGA-ET-A3DT-01	TCGA-ET-A3DT-01A-11D-A19I-01	0.53
TCGA-ET-A3DU-01	TCGA-ET-A3DU-01A-11D-A19I-01	0.5
TCGA-ET-A3DV-01	TCGA-ET-A3DV-01A-12D-A201-01	0.8
TCGA-ET-A3DW-01	TCGA-ET-A3DW-01A-11D-A19I-01	0.84
TCGA-ET-A40P-01	TCGA-ET-A40P-01A-11D-A23L-01	0.75
TCGA-ET-A40Q-01	TCGA-ET-A40Q-01A-11D-A23L-01	1
TCGA-ET-A40S-01	TCGA-ET-A40S-01A-11D-A23L-01	0.69
TCGA-ET-A40T-01	TCGA-ET-A40T-01A-11D-A23L-01	0.63
TCGA-ET-A4KN-01	TCGA-ET-A4KN-01A-11D-A256-01	0.4
TCGA-ET-A4KQ-01	TCGA-ET-A4KQ-01A-12D-A256-01	0.36
TCGA-FE-A22Z-01	TCGA-FE-A22Z-01A-11D-A16M-01	0.77
TCGA-FE-A230-01	TCGA-FE-A230-01A-11D-A14V-01	0.63
TCGA-FE-A231-01	TCGA-FE-A231-01A-11D-A14V-01	0.91
TCGA-FE-A232-01	TCGA-FE-A232-01A-11D-A14V-01	0.53
TCGA-FE-A233-01	TCGA-FE-A233-01A-11D-A14V-01	0.81
TCGA-FE-A234-01	TCGA-FE-A234-01A-11D-A14V-01	0.58
TCGA-FE-A235-01	TCGA-FE-A235-01A-11D-A16M-01	0.87
TCGA-FE-A236-01	TCGA-FE-A236-01A-11D-A16M-01	0.82
TCGA-FE-A237-01	TCGA-FE-A237-01A-11D-A16M-01	0.63
TCGA-FE-A23A-01	TCGA-FE-A23A-01A-11D-A16M-01	0.7
TCGA-FE-A3PA-01	TCGA-FE-A3PA-01A-12D-A21Y-01	0.81
TCGA-FE-A3PB-01	TCGA-FE-A3PB-01A-11D-A21Y-01	0.57
TCGA-FE-A3PC-01	TCGA-FE-A3PC-01A-11D-A21Y-01	0.82
TCGA-FE-A3PD-01	TCGA-FE-A3PD-01A-11D-A21Y-01	0.85
TCGA-FK-A3S3-01	TCGA-FK-A3S3-01A-11D-A22C-01	0.66
TCGA-FK-A3SB-01	TCGA-FK-A3SB-01A-11D-A22C-01	0.67
TCGA-FK-A3SD-01	TCGA-FK-A3SD-01A-11D-A22C-01	0.8
TCGA-FK-A3SE-01	TCGA-FK-A3SE-01A-11D-A22C-01	0.9
TCGA-FK-A3SG-01	TCGA-FK-A3SG-01A-11D-A22C-01	0.54
TCGA-FK-A3SH-01	TCGA-FK-A3SH-01A-11D-A22C-01	0.67
TCGA-FK-A4UB-01	TCGA-FK-A4UB-01A-11D-A256-01	0.81
TCGA-FY-A2QD-01	TCGA-FY-A2QD-01A-11D-A19I-01	0.64
TCGA-FY-A3BL-01	TCGA-FY-A3BL-01A-11D-A19I-01	0.97
TCGA-FY-A3I4-01	TCGA-FY-A3I4-01A-11D-A219-01	0.98
TCGA-FY-A3I5-01	TCGA-FY-A3I5-01B-11D-A21Y-01	0.67
TCGA-FY-A3NM-01	TCGA-FY-A3NM-01A-11D-A219-01	0.89
TCGA-FY-A3NN-01	TCGA-FY-A3NN-01A-11D-A219-01	0.63
TCGA-FY-A3ON-01	TCGA-FY-A3ON-01A-11D-A21Y-01	0.95
TCGA-FY-A3R6-01	TCGA-FY-A3R6-01A-11D-A21Y-01	0.48
TCGA-FY-A3R7-01	TCGA-FY-A3R7-01A-11D-A21Y-01	0.29
TCGA-FY-A3R8-01	TCGA-FY-A3R8-01A-11D-A21Y-01	0.77
TCGA-FY-A3R9-01	TCGA-FY-A3R9-01A-11D-A21Y-01	0.66
TCGA-FY-A3RA-01	TCGA-FY-A3RA-01A-11D-A21Y-01	0.97
TCGA-FY-A3TY-01	TCGA-FY-A3TY-01A-11D-A22Y-01	0.67
TCGA-FY-A3W9-01	TCGA-FY-A3W9-01A-11D-A22C-01	0.89
TCGA-FY-A3YR-01	TCGA-FY-A3YR-01A-11D-A22Y-01	0.93
TCGA-FY-A40K-01	TCGA-FY-A40K-01A-11D-A23L-01	0.66
TCGA-FY-A40L-01	TCGA-FY-A40L-01A-11D-A23L-01	0.66
TCGA-FY-A40M-01	TCGA-FY-A40M-01A-11D-A23L-01	1
TCGA-FY-A40N-01	TCGA-FY-A40N-01A-11D-A23L-01	0.67
TCGA-FY-A4B0-01	TCGA-FY-A4B0-01A-21D-A23T-01	0.72
TCGA-FY-A4B3-01	TCGA-FY-A4B3-01A-11D-A23T-01	0.65
TCGA-FY-A4B4-01	TCGA-FY-A4B4-01A-11D-A23T-01	0.65
TCGA-FY-A76V-01	TCGA-FY-A76V-01A-11D-A396-01	0.67
TCGA-GE-A2C6-01	TCGA-GE-A2C6-01A-11D-A16M-01	0.57
TCGA-H2-A26U-01	TCGA-H2-A26U-01A-11D-A16M-01	0.32
TCGA-H2-A2K9-01	TCGA-H2-A2K9-01A-11D-A17S-01	0.85
TCGA-H2-A3RH-01	TCGA-H2-A3RH-01A-11D-A21Y-01	0.75
TCGA-H2-A3RI-01	TCGA-H2-A3RI-01A-11D-A21Y-01	0.79
TCGA-H2-A421-01	TCGA-H2-A421-01A-11D-A23L-01	0.48
TCGA-H2-A422-01	TCGA-H2-A422-01A-11D-A23L-01	0.8
TCGA-IM-A3EB-01	TCGA-IM-A3EB-01A-11D-A201-01	0.68
TCGA-IM-A3ED-01	TCGA-IM-A3ED-01A-11D-A201-01	0.6
TCGA-IM-A3U2-01	TCGA-IM-A3U2-01A-21D-A22C-01	0.65
TCGA-IM-A3U3-01	TCGA-IM-A3U3-01A-11D-A22C-01	0.86
TCGA-IM-A41Y-01	TCGA-IM-A41Y-01A-11D-A23T-01	0.62
TCGA-IM-A41Z-01	TCGA-IM-A41Z-01A-11D-A23L-01	0.6
TCGA-IM-A420-01	TCGA-IM-A420-01A-11D-A23L-01	0.67
TCGA-IM-A4EB-01	TCGA-IM-A4EB-01A-11D-A256-01	0.58
TCGA-J8-A3NZ-01	TCGA-J8-A3NZ-01A-11D-A219-01	0.78
TCGA-J8-A3O0-01	TCGA-J8-A3O0-01A-11D-A219-01	0.85
TCGA-J8-A3O1-01	TCGA-J8-A3O1-01A-11D-A219-01	0.85
TCGA-J8-A3O2-01	TCGA-J8-A3O2-01A-11D-A23L-01	0.5
TCGA-J8-A3O2-06	TCGA-J8-A3O2-06A-11D-A23L-01	1
TCGA-J8-A3YD-01	TCGA-J8-A3YD-01A-11D-A22Y-01	0.28
TCGA-J8-A3YE-01	TCGA-J8-A3YE-01A-12D-A23L-01	0.91
TCGA-J8-A3YF-01	TCGA-J8-A3YF-01A-12D-A23L-01	0.67
TCGA-J8-A3YG-01	TCGA-J8-A3YG-01A-11D-A22Y-01	0.37
TCGA-J8-A3YH-01	TCGA-J8-A3YH-01A-11D-A22Y-01	0.67
TCGA-J8-A3YH-06	TCGA-J8-A3YH-06A-11D-A23L-01	0.63
TCGA-J8-A42S-01	TCGA-J8-A42S-01A-11D-A23L-01	0.73
TCGA-J8-A4HW-01	TCGA-J8-A4HW-01A-11D-A256-01	0.67
TCGA-J8-A4HW-06	TCGA-J8-A4HW-06A-11D-A256-01	0.3
TCGA-J8-A4HY-01	TCGA-J8-A4HY-01A-11D-A256-01	0.45
TCGA-KS-A41F-01	TCGA-KS-A41F-01A-11D-A23L-01	0.82
TCGA-KS-A41I-01	TCGA-KS-A41I-01A-11D-A23L-01	0.75
TCGA-KS-A41J-01	TCGA-KS-A41J-01A-11D-A23L-01	1
TCGA-KS-A41L-01	TCGA-KS-A41L-01A-11D-A23L-01	0.67
TCGA-KS-A4I1-01	TCGA-KS-A4I1-01A-11D-A256-01	0.67
TCGA-KS-A4I3-01	TCGA-KS-A4I3-01A-11D-A256-01	0.83
TCGA-KS-A4I5-01	TCGA-KS-A4I5-01A-11D-A256-01	0.55
TCGA-KS-A4I7-01	TCGA-KS-A4I7-01A-11D-A256-01	0.57
TCGA-KS-A4I9-01	TCGA-KS-A4I9-01A-11D-A256-01	0.62
TCGA-KS-A4IB-01	TCGA-KS-A4IB-01A-11D-A256-01	0.99
TCGA-KS-A4IC-01	TCGA-KS-A4IC-01A-11D-A256-01	0.82
TCGA-KS-A4ID-01	TCGA-KS-A4ID-01A-11D-A256-01	0.5
TCGA-L6-A4EP-01	TCGA-L6-A4EP-01A-11D-A256-01	0.81
TCGA-L6-A4EQ-01	TCGA-L6-A4EQ-01A-11D-A256-01	0.67
TCGA-L6-A4ET-01	TCGA-L6-A4ET-01A-11D-A256-01	0.93
TCGA-L6-A4EU-01	TCGA-L6-A4EU-01A-11D-A256-01	0.75
TCGA-MK-A4N6-01	TCGA-MK-A4N6-01A-11D-A256-01	0.96
TCGA-MK-A4N7-01	TCGA-MK-A4N7-01A-11D-A256-01	0.74
TCGA-MK-A4N9-01	TCGA-MK-A4N9-01A-11D-A256-01	0.66
TCGA-MK-A84Z-01	TCGA-MK-A84Z-01A-11D-A396-01	0.85
TCGA-QD-A8IV-01	TCGA-QD-A8IV-01A-11D-A396-01	0.87
TCGA-3G-AB0O-01	TCGA-3G-AB0O-01A-22D-A422-01	0.26
TCGA-3G-AB0Q-01	TCGA-3G-AB0Q-01A-11D-A422-01	0.46
TCGA-3G-AB0T-01	TCGA-3G-AB0T-01A-11D-A422-01	0.32
TCGA-3G-AB14-01	TCGA-3G-AB14-01A-11D-A422-01	0.46
TCGA-3G-AB19-01	TCGA-3G-AB19-01A-21D-A422-01	0.76
TCGA-3Q-A9WF-01	TCGA-3Q-A9WF-01A-11D-A422-01	0.33
TCGA-3S-A8YW-01	TCGA-3S-A8YW-01A-11D-A422-01	0.67
TCGA-4V-A9QI-01	TCGA-4V-A9QI-01A-11D-A422-01	0.26
TCGA-4V-A9QJ-01	TCGA-4V-A9QJ-01A-11D-A422-01	0.37
TCGA-4V-A9QL-01	TCGA-4V-A9QL-01A-11D-A422-01	0.41
TCGA-4V-A9QM-01	TCGA-4V-A9QM-01A-11D-A422-01	0.34
TCGA-4V-A9QN-01	TCGA-4V-A9QN-01A-11D-A422-01	0.87
TCGA-4V-A9QR-01	TCGA-4V-A9QR-01A-11D-A422-01	0.28
TCGA-4V-A9QS-01	TCGA-4V-A9QS-01A-11D-A422-01	0.18
TCGA-4V-A9QT-01	TCGA-4V-A9QT-01A-11D-A422-01	0.26
TCGA-4V-A9QU-01	TCGA-4V-A9QU-01A-11D-A422-01	0.23
TCGA-4V-A9QW-01	TCGA-4V-A9QW-01A-11D-A422-01	0.46
TCGA-4V-A9QX-01	TCGA-4V-A9QX-01A-11D-A422-01	0.17
TCGA-4X-A9FA-01	TCGA-4X-A9FA-01A-11D-A422-01	0.93
TCGA-4X-A9FD-01	TCGA-4X-A9FD-01A-11D-A422-01	0.33
TCGA-5G-A9ZZ-01	TCGA-5G-A9ZZ-01A-31D-A422-01	0.39
TCGA-5K-AAAP-01	TCGA-5K-AAAP-01A-11D-A422-01	0.45
TCGA-5U-AB0D-01	TCGA-5U-AB0D-01A-11D-A422-01	0.7
TCGA-5U-AB0E-01	TCGA-5U-AB0E-01A-11D-A422-01	0.31
TCGA-5U-AB0F-01	TCGA-5U-AB0F-01A-11D-A422-01	0.24
TCGA-5V-A9RR-01	TCGA-5V-A9RR-01A-11D-A422-01	0.54
TCGA-X7-A8D6-01	TCGA-X7-A8D6-01A-11D-A422-01	0.5
TCGA-X7-A8D7-01	TCGA-X7-A8D7-01A-11D-A422-01	0.25
TCGA-X7-A8D8-01	TCGA-X7-A8D8-01A-11D-A422-01	0.48
TCGA-X7-A8D9-01	TCGA-X7-A8D9-01A-11D-A422-01	0.4
TCGA-X7-A8DB-01	TCGA-X7-A8DB-01A-11D-A422-01	0.29
TCGA-X7-A8DC-01	TCGA-X7-A8DC-01A-11D-A422-01	0.23
TCGA-X7-A8DI-01	TCGA-X7-A8DI-01A-11D-A422-01	0.5
TCGA-X7-A8DJ-01	TCGA-X7-A8DJ-01A-11D-A422-01	0.27
TCGA-X7-A8M0-01	TCGA-X7-A8M0-01A-11D-A422-01	0.29
TCGA-X7-A8M1-01	TCGA-X7-A8M1-01A-11D-A422-01	0.5
TCGA-X7-A8M3-01	TCGA-X7-A8M3-01A-11D-A422-01	0.89
TCGA-X7-A8M5-01	TCGA-X7-A8M5-01A-11D-A422-01	0.5
TCGA-X7-A8M6-01	TCGA-X7-A8M6-01A-11D-A422-01	0.24
TCGA-X7-A8M7-01	TCGA-X7-A8M7-01A-11D-A422-01	0.3
TCGA-X7-A8M8-01	TCGA-X7-A8M8-01A-11D-A422-01	0.32
TCGA-XM-A8R8-01	TCGA-XM-A8R8-01A-11D-A422-01	0.68
TCGA-XM-A8R9-01	TCGA-XM-A8R9-01A-31D-A422-01	0.25
TCGA-XM-A8RB-01	TCGA-XM-A8RB-01A-11D-A422-01	0.35
TCGA-XM-A8RC-01	TCGA-XM-A8RC-01A-11D-A422-01	0.19
TCGA-XM-A8RF-01	TCGA-XM-A8RF-01A-11D-A422-01	0.75
TCGA-XM-A8RG-01	TCGA-XM-A8RG-01A-11D-A422-01	0.91
TCGA-XM-A8RL-01	TCGA-XM-A8RL-01A-11D-A422-01	0.29
TCGA-XM-AAZ1-01	TCGA-XM-AAZ1-01A-11D-A422-01	0.65
TCGA-XM-AAZ2-01	TCGA-XM-AAZ2-01A-11D-A422-01	0.24
TCGA-XM-AAZ3-01	TCGA-XM-AAZ3-01A-11D-A422-01	0.8
TCGA-XU-A92O-01	TCGA-XU-A92O-01A-11D-A422-01	0.69
TCGA-XU-A92Q-01	TCGA-XU-A92Q-01A-11D-A422-01	0.96
TCGA-XU-A92R-01	TCGA-XU-A92R-01A-11D-A422-01	0.22
TCGA-XU-A92T-01	TCGA-XU-A92T-01A-11D-A422-01	0.96
TCGA-XU-A92U-01	TCGA-XU-A92U-01A-11D-A422-01	1
TCGA-XU-A92V-01	TCGA-XU-A92V-01A-11D-A422-01	0.67
TCGA-XU-A92W-01	TCGA-XU-A92W-01A-11D-A422-01	0.62
TCGA-XU-A92X-01	TCGA-XU-A92X-01A-11D-A422-01	0.27
TCGA-XU-A92Y-01	TCGA-XU-A92Y-01A-11D-A422-01	0.2
TCGA-XU-A92Z-01	TCGA-XU-A92Z-01A-11D-A422-01	0.69
TCGA-XU-A930-01	TCGA-XU-A930-01A-11D-A422-01	0.64
TCGA-XU-A931-01	TCGA-XU-A931-01A-11D-A422-01	0.65
TCGA-XU-A932-01	TCGA-XU-A932-01A-11D-A422-01	0.13
TCGA-XU-A933-01	TCGA-XU-A933-01A-11D-A422-01	0.76
TCGA-XU-A936-01	TCGA-XU-A936-01A-11D-A427-01	0.39
TCGA-XU-AAXW-01	TCGA-XU-AAXW-01A-11D-A427-01	0.32
TCGA-XU-AAXX-01	TCGA-XU-AAXX-01A-11D-A427-01	0.27
TCGA-XU-AAXY-01	TCGA-XU-AAXY-01A-11D-A427-01	0.32
TCGA-XU-AAXZ-01	TCGA-XU-AAXZ-01A-11D-A427-01	0.67
TCGA-XU-AAY0-01	TCGA-XU-AAY0-01A-11D-A427-01	0.27
TCGA-XU-AAY1-01	TCGA-XU-AAY1-01A-11D-A427-01	0.27
TCGA-YT-A95D-01	TCGA-YT-A95D-01A-11D-A427-01	0.7
TCGA-YT-A95E-01	TCGA-YT-A95E-01A-11D-A427-01	1
TCGA-YT-A95G-01	TCGA-YT-A95G-01A-11D-A427-01	0.72
TCGA-YT-A95H-01	TCGA-YT-A95H-01A-11D-A427-01	0.2
TCGA-ZB-A961-01	TCGA-ZB-A961-01A-11D-A427-01	0.51
TCGA-ZB-A962-01	TCGA-ZB-A962-01A-11D-A427-01	0.91
TCGA-ZB-A963-01	TCGA-ZB-A963-01A-11D-A427-01	0.3
TCGA-ZB-A964-01	TCGA-ZB-A964-01A-11D-A427-01	1
TCGA-ZB-A965-01	TCGA-ZB-A965-01A-11D-A427-01	0.75
TCGA-ZB-A966-01	TCGA-ZB-A966-01A-11D-A427-01	0.63
TCGA-ZB-A969-01	TCGA-ZB-A969-01A-11D-A427-01	0.88
TCGA-ZB-A96A-01	TCGA-ZB-A96A-01A-11D-A427-01	0.25
TCGA-ZB-A96B-01	TCGA-ZB-A96B-01A-11D-A427-01	0.2
TCGA-ZB-A96C-01	TCGA-ZB-A96C-01A-11D-A427-01	0.82
TCGA-ZB-A96D-01	TCGA-ZB-A96D-01A-11D-A427-01	0.28
TCGA-ZB-A96E-01	TCGA-ZB-A96E-01A-11D-A427-01	1
TCGA-ZB-A96F-01	TCGA-ZB-A96F-01A-11D-A427-01	0.25
TCGA-ZB-A96G-01	TCGA-ZB-A96G-01A-11D-A427-01	0.2
TCGA-ZB-A96H-01	TCGA-ZB-A96H-01A-11D-A427-01	1
TCGA-ZB-A96I-01	TCGA-ZB-A96I-01A-11D-A427-01	0.65
TCGA-ZB-A96K-01	TCGA-ZB-A96K-01A-11D-A427-01	0.44
TCGA-ZB-A96L-01	TCGA-ZB-A96L-01A-11D-A427-01	0.81
TCGA-ZB-A96M-01	TCGA-ZB-A96M-01A-11D-A427-01	0.37
TCGA-ZB-A96O-01	TCGA-ZB-A96O-01A-11D-A427-01	0.28
TCGA-ZB-A96P-01	TCGA-ZB-A96P-01A-11D-A427-01	0.26
TCGA-ZB-A96Q-01	TCGA-ZB-A96Q-01A-11D-A427-01	0.28
TCGA-ZB-A96R-01	TCGA-ZB-A96R-01A-11D-A427-01	0.27
TCGA-ZB-A96V-01	TCGA-ZB-A96V-01A-11D-A427-01	0.46
TCGA-ZC-AAA7-01	TCGA-ZC-AAA7-01A-11D-A427-01	0.36
TCGA-ZC-AAAA-01	TCGA-ZC-AAAA-01A-11D-A427-01	0.29
TCGA-ZC-AAAF-01	TCGA-ZC-AAAF-01A-11D-A427-01	0.27
TCGA-ZC-AAAH-01	TCGA-ZC-AAAH-01A-11D-A427-01	0.25
TCGA-ZL-A9V6-01	TCGA-ZL-A9V6-01A-11D-A427-01	0.64
TCGA-ZT-A8OM-01	TCGA-ZT-A8OM-01A-11D-A427-01	0.96
TCGA-2E-A9G8-01	TCGA-2E-A9G8-01A-11D-A402-01	0.93
TCGA-4E-A92E-01	TCGA-4E-A92E-01A-11D-A37M-01	0.77
TCGA-5B-A90C-01	TCGA-5B-A90C-01A-11D-A37M-01	0.83
TCGA-5S-A9Q8-01	TCGA-5S-A9Q8-01A-11D-A402-01	0.94
TCGA-A5-A0G5-01	TCGA-A5-A0G5-01A-11D-A042-01	0.5
TCGA-A5-A0G9-01	TCGA-A5-A0G9-01A-11D-A042-01	0.9
TCGA-A5-A0GA-01	TCGA-A5-A0GA-01A-11D-A042-01	0.49
TCGA-A5-A0GB-01	TCGA-A5-A0GB-01A-11D-A042-01	0.81
TCGA-A5-A0GD-01	TCGA-A5-A0GD-01A-11D-A042-01	0.67
TCGA-A5-A0GE-01	TCGA-A5-A0GE-01A-11D-A042-01	0.6
TCGA-A5-A0GG-01	TCGA-A5-A0GG-01A-11D-A120-01	0.41
TCGA-A5-A0GH-01	TCGA-A5-A0GH-01A-21D-A042-01	0.93
TCGA-A5-A0GI-01	TCGA-A5-A0GI-01A-11D-A042-01	0.96
TCGA-A5-A0GJ-01	TCGA-A5-A0GJ-01A-11D-A042-01	0.81
TCGA-A5-A0GM-01	TCGA-A5-A0GM-01A-11D-A042-01	0.81
TCGA-A5-A0GN-01	TCGA-A5-A0GN-01A-11D-A042-01	0.87
TCGA-A5-A0GP-01	TCGA-A5-A0GP-01A-11D-A042-01	0.66
TCGA-A5-A0GQ-01	TCGA-A5-A0GQ-01A-11D-A120-01	0.4
TCGA-A5-A0GR-01	TCGA-A5-A0GR-01A-11D-A120-01	0.5
TCGA-A5-A0GU-01	TCGA-A5-A0GU-01A-11D-A042-01	0.77
TCGA-A5-A0GV-01	TCGA-A5-A0GV-01A-31D-A042-01	0.88
TCGA-A5-A0GW-01	TCGA-A5-A0GW-01A-11D-A042-01	0.52
TCGA-A5-A0GX-01	TCGA-A5-A0GX-01A-11D-A042-01	0.31
TCGA-A5-A0R6-01	TCGA-A5-A0R6-01A-11D-A102-01	0.46
TCGA-A5-A0R7-01	TCGA-A5-A0R7-01A-31D-A102-01	0.72
TCGA-A5-A0R8-01	TCGA-A5-A0R8-01A-11D-A102-01	0.45
TCGA-A5-A0R9-01	TCGA-A5-A0R9-01A-11D-A102-01	0.82
TCGA-A5-A0RA-01	TCGA-A5-A0RA-01A-21D-A102-01	0.55
TCGA-A5-A0VP-01	TCGA-A5-A0VP-01A-21D-A102-01	0.85
TCGA-A5-A0VQ-01	TCGA-A5-A0VQ-01A-11D-A102-01	0.84
TCGA-A5-A1OF-01	TCGA-A5-A1OF-01A-11D-A14F-01	0.52
TCGA-A5-A1OG-01	TCGA-A5-A1OG-01A-11D-A14F-01	0.59
TCGA-A5-A1OJ-01	TCGA-A5-A1OJ-01A-11D-A14F-01	0.59
TCGA-A5-A1OK-01	TCGA-A5-A1OK-01A-11D-A14J-01	0.31
TCGA-A5-A2K2-01	TCGA-A5-A2K2-01A-11D-A18N-01	0.81
